student_id,cohort_year,gender,race_ethnicity,first_generation,pell_eligible,program_code,retention_probability,risk_score,risk_band,actual_returned_year_2
S100356,2020,Male,White,Yes,No,NUR,0.7721,0.2279,Moderate,1
S100357,2023,Female,White,Yes,No,EDU,0.6664,0.3336,Moderate,0
S100358,2020,Male,Black/African American,No,Yes,EDU,0.8192,0.1808,Low,1
S100359,2022,Female,Asian,No,No,CS,0.6354,0.3646,Moderate,0
S100360,2023,Female,Hispanic/Latino,No,No,BIO,0.6354,0.3646,Moderate,0
S100361,2023,Female,White,No,No,POL,0.8382,0.1618,Low,1
S100362,2020,Female,White,Yes,Yes,EDU,0.8197,0.1803,Low,1
S100363,2023,Female,White,Yes,No,NUR,0.7841,0.2159,Moderate,1
S100364,2020,Female,Asian,No,No,EDU,0.7684,0.2316,Moderate,1
S100365,2022,Female,White,No,No,NUR,0.8556,0.1444,Low,1
S100366,2021,Female,White,Yes,Yes,COM,0.7672,0.2328,Moderate,0
S100367,2021,Female,White,No,Yes,BIO,0.8388,0.1612,Low,1
S100368,2020,Male,Hispanic/Latino,Yes,No,COM,0.7929,0.2071,Moderate,1
S100369,2023,Female,Hispanic/Latino,Yes,No,SOC,0.8068,0.1932,Low,1
S100370,2021,Male,White,No,No,EDU,0.8388,0.1612,Low,1
S100371,2022,Female,White,Yes,No,EDU,0.8104,0.1896,Low,1
S100372,2021,Female,White,Yes,No,EDU,0.8241,0.1759,Low,1
S100373,2021,Female,White,No,No,EDU,0.878,0.122,Low,1
S100374,2023,Female,Hispanic/Latino,No,Yes,POL,0.8437,0.1563,Low,1
S100375,2020,Female,White,No,Yes,SOC,0.8382,0.1618,Low,1
S100376,2022,Female,Hispanic/Latino,No,Yes,EDU,0.8299,0.1701,Low,1
S100377,2022,Female,Asian,Yes,No,CS,0.6354,0.3646,Moderate,0
S100378,2021,Female,International,No,Yes,BIO,0.9054,0.0946,Low,1
S100379,2021,Female,Two or More Races,No,No,PSY,0.8989,0.1011,Low,1
S100380,2020,Female,White,Yes,No,COM,0.7828,0.2172,Moderate,1
S100381,2023,Female,White,No,No,COM,0.6825,0.3175,Moderate,1
S100382,2023,Female,White,No,No,CS,0.8249,0.1751,Low,1
S100383,2020,Female,Asian,No,Yes,CS,0.8104,0.1896,Low,1
S100384,2020,Female,White,No,No,EDU,0.936,0.064,Low,1
S100385,2020,Female,White,No,No,ENG,0.789,0.211,Moderate,1
S100386,2020,Female,White,No,No,BUS,0.7992,0.2008,Moderate,0
S100387,2023,Male,White,Yes,No,NUR,0.7983,0.2017,Moderate,1
S100388,2023,Female,Asian,No,No,PSY,0.8474,0.1526,Low,0
S100389,2020,Female,Hispanic/Latino,No,No,PSY,0.6418,0.3582,Moderate,0
S100390,2022,Female,Hispanic/Latino,No,Yes,EDU,0.8365,0.1635,Low,1
S100391,2020,Male,Two or More Races,No,No,CS,0.7824,0.2176,Moderate,1
S100392,2021,Male,White,Yes,No,CS,0.7111,0.2889,Moderate,0
S100393,2022,Male,White,Yes,Yes,BUS,0.8813,0.1187,Low,1
S100394,2022,Male,White,No,Yes,BUS,0.8126,0.1874,Low,1
S100395,2023,Female,Hispanic/Latino,No,No,POL,0.8186,0.1814,Low,1
S100396,2020,Male,Hispanic/Latino,Yes,No,SOC,0.7093,0.2907,Moderate,0
S100397,2020,Female,White,No,Yes,BUS,0.7564,0.2436,Moderate,1
S100398,2021,Male,Two or More Races,No,No,CS,0.8805,0.1195,Low,1
S100399,2021,Female,White,No,No,POL,0.8095,0.1905,Low,1
S100400,2023,Female,White,Yes,No,EDU,0.8388,0.1612,Low,1
S100401,2023,Male,Hispanic/Latino,No,No,BUS,0.8908,0.1092,Low,1
S100402,2021,Female,Two or More Races,No,No,CS,0.7064,0.2936,Moderate,1
S100403,2023,Nonbinary,Hispanic/Latino,No,Yes,SOC,0.8605,0.1395,Low,1
S100404,2021,Female,Two or More Races,Yes,No,BIO,0.7841,0.2159,Moderate,1
S100405,2022,Male,White,No,Yes,ENG,0.9427,0.0573,Low,1
S100406,2021,Male,Hispanic/Latino,No,No,PSY,0.7022,0.2978,Moderate,1
S100407,2020,Female,Asian,No,No,NUR,0.7586,0.2414,Moderate,0
S100408,2023,Male,Hispanic/Latino,No,No,SOC,0.9219,0.0781,Low,1
S100409,2020,Female,White,Yes,No,BIO,0.7111,0.2889,Moderate,0
S100410,2020,Male,International,No,No,ENG,0.8355,0.1645,Low,1
S100411,2020,Female,White,No,No,PSY,0.8081,0.1919,Low,1
S100412,2021,Female,White,No,Yes,COM,0.7564,0.2436,Moderate,1
S100413,2020,Male,Black/African American,No,No,EDU,0.8805,0.1195,Low,1
S100414,2020,Female,Black/African American,Yes,No,ENG,0.7012,0.2988,Moderate,0
S100415,2022,Female,International,No,No,NUR,0.7875,0.2125,Moderate,1
S100416,2023,Female,Black/African American,No,No,BIO,0.7555,0.2445,Moderate,1
S100417,2020,Male,White,No,No,BIO,0.6865,0.3135,Moderate,1
S100418,2021,Female,Two or More Races,No,No,COM,0.7974,0.2026,Moderate,1
S100419,2022,Male,White,No,No,COM,0.7676,0.2324,Moderate,1
S100420,2023,Nonbinary,Hispanic/Latino,No,Yes,NUR,0.8408,0.1592,Low,1
S100421,2022,Female,White,No,No,COM,0.9219,0.0781,Low,1
S100422,2023,Female,Asian,Yes,No,CS,0.9054,0.0946,Low,1
S100423,2022,Male,Hispanic/Latino,Yes,No,CS,0.6686,0.3314,Moderate,1
S100424,2021,Female,Black/African American,No,No,SOC,0.87,0.13,Low,1
S100425,2020,Male,White,Yes,No,BUS,0.793,0.207,Moderate,1
S100426,2023,Male,White,No,No,EDU,0.9054,0.0946,Low,1
S100427,2023,Male,White,Yes,No,ENG,0.87,0.13,Low,1
S100428,2020,Female,White,Yes,No,BIO,0.8805,0.1195,Low,1
S100429,2022,Male,Hispanic/Latino,No,No,BIO,0.7057,0.2943,Moderate,1
S100430,2020,Male,White,No,No,NUR,0.8827,0.1173,Low,1
S100431,2022,Female,Hispanic/Latino,No,No,COM,0.6418,0.3582,Moderate,0
S100432,2023,Female,White,No,Yes,COM,0.8676,0.1324,Low,1
S100433,2020,Male,White,No,No,BIO,0.787,0.213,Moderate,1
S100434,2021,Male,Hispanic/Latino,No,Yes,PSY,0.8299,0.1701,Low,1
S100435,2020,Female,White,Yes,No,POL,0.3858,0.6142,High,0
S100436,2022,Female,White,No,Yes,EDU,0.7773,0.2227,Moderate,1
S100437,2023,Female,White,No,No,ENG,0.8805,0.1195,Low,1
S100438,2020,Female,White,No,No,NUR,0.8504,0.1496,Low,1
S100439,2021,Female,Hispanic/Latino,No,No,ENG,0.8388,0.1612,Low,1
S100440,2023,Male,White,No,No,PSY,0.9415,0.0585,Low,1
S100441,2021,Female,White,No,Yes,SOC,0.87,0.13,Low,1
S100442,2020,Male,Hispanic/Latino,No,Yes,NUR,0.8186,0.1814,Low,1
S100443,2021,Female,Hispanic/Latino,No,Yes,POL,0.5705,0.4295,Elevated,0
S100444,2022,Female,Hispanic/Latino,No,No,POL,0.8081,0.1919,Low,1
S100445,2022,Female,White,No,No,EDU,0.9467,0.0533,Low,1
S100446,2021,Female,Two or More Races,Yes,No,ENG,0.8557,0.1443,Low,1
S100447,2023,Male,White,No,No,ENG,0.8249,0.1751,Low,1
S100448,2022,Male,White,Yes,Yes,POL,0.7816,0.2184,Moderate,1
S100449,2021,Male,Black/African American,No,No,SOC,0.8989,0.1011,Low,1
S100450,2023,Female,Hispanic/Latino,No,No,SOC,0.6808,0.3192,Moderate,0
S100451,2023,Male,Hispanic/Latino,Yes,No,NUR,0.8183,0.1817,Low,1
S100452,2021,Female,Black/African American,Yes,Yes,CS,0.788,0.212,Moderate,1
S100453,2020,Male,White,No,No,EDU,0.7943,0.2057,Moderate,1
S100454,2022,Female,Black/African American,No,No,NUR,0.8186,0.1814,Low,1
S100455,2022,Female,Hispanic/Latino,No,Yes,COM,0.87,0.13,Low,1
S100456,2020,Female,White,Yes,No,PSY,0.9054,0.0946,Low,1
S100457,2022,Female,White,No,No,ENG,0.8157,0.1843,Low,1
S100458,2023,Female,White,No,No,POL,0.6797,0.3203,Moderate,0
S100459,2020,Male,Two or More Races,No,No,SOC,0.8162,0.1838,Low,1
S100460,2022,Male,White,Yes,No,PSY,0.8186,0.1814,Low,1
S100461,2020,Male,White,No,No,EDU,0.7087,0.2913,Moderate,0
S100462,2022,Female,Hispanic/Latino,No,No,BUS,0.8676,0.1324,Low,1
S100463,2021,Male,Asian,No,No,EDU,0.8145,0.1855,Low,1
S100464,2020,Female,White,No,No,NUR,0.8502,0.1498,Low,1
S100465,2023,Female,Asian,No,No,POL,0.9051,0.0949,Low,1
S100466,2020,Female,Hispanic/Latino,No,No,BIO,0.7235,0.2765,Moderate,0
S100467,2022,Female,Black/African American,Yes,No,COM,0.7521,0.2479,Moderate,0
S100468,2020,Female,White,Yes,Yes,COM,0.8411,0.1589,Low,1
S100469,2023,Female,White,No,Yes,BIO,0.8603,0.1397,Low,1
S100470,2022,Female,Hispanic/Latino,Yes,No,SOC,0.6964,0.3036,Moderate,1
S100471,2023,Male,White,No,No,NUR,0.87,0.13,Low,1
S100472,2021,Female,Hispanic/Latino,No,Yes,POL,0.8661,0.1339,Low,1
S100473,2021,Male,White,No,No,ENG,0.878,0.122,Low,1
S100474,2022,Female,Asian,Yes,No,CS,0.8249,0.1751,Low,1
S100475,2023,Male,Black/African American,Yes,No,BIO,0.6537,0.3463,Moderate,0
S100476,2023,Male,Black/African American,No,No,BUS,0.8676,0.1324,Low,1
S100477,2020,Male,Two or More Races,No,No,COM,0.7812,0.2188,Moderate,1
S100478,2022,Male,Black/African American,Yes,No,EDU,0.7943,0.2057,Moderate,0
S100479,2020,Male,White,No,Yes,SOC,0.7555,0.2445,Moderate,0
S100480,2021,Male,White,Yes,No,POL,0.8451,0.1549,Low,1
S100481,2023,Female,Black/African American,Yes,No,BIO,0.6037,0.3963,Moderate,0
S100482,2021,Female,Two or More Races,No,No,ENG,0.8504,0.1496,Low,1
S100483,2023,Male,International,No,No,POL,0.649,0.351,Moderate,0
S100484,2021,Female,Asian,No,No,ENG,0.8253,0.1747,Low,0
S100485,2020,Female,White,No,No,EDU,0.7778,0.2222,Moderate,1
S100486,2021,Female,Two or More Races,No,Yes,EDU,0.8089,0.1911,Low,1
S100487,2022,Female,Two or More Races,Yes,Yes,POL,0.6808,0.3192,Moderate,0
S100488,2023,Female,Hispanic/Latino,No,No,PSY,0.9007,0.0993,Low,1
S100489,2022,Male,Black/African American,Yes,No,NUR,0.8206,0.1794,Low,1
S100490,2023,Male,Hispanic/Latino,No,Yes,POL,0.9427,0.0573,Low,1
S100491,2023,Male,Two or More Races,No,Yes,CS,0.6434,0.3566,Moderate,0
S100492,2023,Female,White,No,No,NUR,0.6762,0.3238,Moderate,0
S100493,2022,Female,Black/African American,Yes,Yes,COM,0.7592,0.2408,Moderate,1
S100494,2021,Female,White,No,Yes,SOC,0.731,0.269,Moderate,0
S100495,2021,Female,White,No,Yes,EDU,0.8306,0.1694,Low,1
S100496,2020,Male,White,No,No,PSY,0.7239,0.2761,Moderate,1
S100497,2021,Female,White,No,No,POL,0.87,0.13,Low,1
S100498,2023,Male,White,No,No,BUS,0.8403,0.1597,Low,1
S100499,2021,Female,Two or More Races,No,Yes,SOC,0.8359,0.1641,Low,1
S100500,2020,Male,Hispanic/Latino,No,Yes,NUR,0.6608,0.3392,Moderate,0
S100501,2022,Male,Black/African American,No,No,BIO,0.792,0.208,Moderate,1
S100502,2023,Female,White,No,No,PSY,0.6724,0.3276,Moderate,0
S100503,2023,Male,White,No,No,CS,0.6787,0.3213,Moderate,0
S100504,2021,Female,Asian,No,No,BUS,0.834,0.166,Low,1
S100505,2021,Male,Asian,No,No,EDU,0.7613,0.2387,Moderate,1
S100506,2022,Male,Hispanic/Latino,No,No,NUR,0.8499,0.1501,Low,1
S100507,2020,Female,Asian,No,No,NUR,0.7543,0.2457,Moderate,1
S100508,2021,Female,Black/African American,No,Yes,BUS,0.8235,0.1765,Low,1
S100509,2020,Male,Hispanic/Latino,No,Yes,POL,0.828,0.172,Low,1
S100510,2023,Female,International,No,No,BUS,0.7385,0.2615,Moderate,0
S100511,2022,Male,Asian,No,No,EDU,0.8437,0.1563,Low,1
S100512,2023,Male,Hispanic/Latino,No,No,COM,0.87,0.13,Low,1
S100513,2023,Male,White,Yes,Yes,SOC,0.8658,0.1342,Low,1
S100514,2023,Female,White,Yes,Yes,CS,0.8608,0.1392,Low,1
S100515,2020,Male,White,Yes,No,POL,0.5808,0.4192,Elevated,0
S100516,2023,Male,Asian,No,No,CS,0.8436,0.1564,Low,1
S100517,2020,Female,Asian,No,No,NUR,0.6873,0.3127,Moderate,0
S100518,2021,Female,White,No,No,POL,0.8249,0.1751,Low,1
S100519,2022,Female,Hispanic/Latino,Yes,No,CS,0.8157,0.1843,Low,1
S100520,2021,Female,White,No,No,BUS,0.8676,0.1324,Low,1
S100521,2020,Male,White,No,No,COM,0.7564,0.2436,Moderate,1
S100522,2020,Female,Two or More Races,No,Yes,PSY,0.8805,0.1195,Low,1
S100523,2023,Female,White,Yes,No,SOC,0.8355,0.1645,Low,0
S100524,2021,Female,White,Yes,No,NUR,0.8805,0.1195,Low,1
S100525,2021,Female,White,Yes,No,EDU,0.8224,0.1776,Low,1
S100526,2023,Female,White,No,No,SOC,0.7983,0.2017,Moderate,1
S100527,2020,Male,Asian,No,Yes,NUR,0.7934,0.2066,Moderate,1
S100528,2023,Male,International,Yes,No,ENG,0.8529,0.1471,Low,1
S100529,2023,Female,Hispanic/Latino,No,No,COM,0.638,0.362,Moderate,0
S100530,2022,Male,Hispanic/Latino,Yes,Yes,POL,0.6772,0.3228,Moderate,1
S100531,2020,Female,White,No,No,BIO,0.8302,0.1698,Low,1
S100532,2020,Female,Hispanic/Latino,Yes,Yes,CS,0.8676,0.1324,Low,1
S100533,2021,Female,White,Yes,No,CS,0.8676,0.1324,Low,1
S100534,2022,Male,White,Yes,No,PSY,0.792,0.208,Moderate,1
S100535,2020,Male,Black/African American,No,Yes,POL,0.8499,0.1501,Low,1
S100536,2021,Male,White,No,No,COM,0.8097,0.1903,Low,1
S100537,2020,Female,White,No,No,NUR,0.9676,0.0324,Low,1
S100538,2022,Female,White,Yes,No,SOC,0.9262,0.0738,Low,1
S100539,2020,Male,Black/African American,No,No,NUR,0.7108,0.2892,Moderate,1
S100540,2022,Female,White,No,Yes,SOC,0.5705,0.4295,Elevated,0
S100541,2020,Male,White,No,No,CS,0.9829,0.0171,Low,1
S100542,2020,Male,Black/African American,Yes,No,COM,0.9621,0.0379,Low,1
S100543,2020,Female,White,No,Yes,SOC,0.7885,0.2115,Moderate,1
S100544,2023,Male,Two or More Races,No,No,SOC,0.7841,0.2159,Moderate,1
S100545,2020,Male,White,No,Yes,NUR,0.8676,0.1324,Low,1
S100546,2021,Female,Asian,No,Yes,CS,0.7992,0.2008,Moderate,1
S100547,2022,Male,International,No,No,BUS,0.7752,0.2248,Moderate,1
S100548,2022,Male,Hispanic/Latino,No,No,COM,0.6037,0.3963,Moderate,0
S100549,2022,Female,Hispanic/Latino,Yes,No,CS,0.87,0.13,Low,1
S100550,2023,Male,White,Yes,No,POL,0.8369,0.1631,Low,1
S100551,2021,Female,Asian,No,Yes,COM,0.8388,0.1612,Low,1
S100552,2023,Male,Black/African American,Yes,No,CS,0.8387,0.1613,Low,1
S100553,2021,Male,Asian,No,Yes,NUR,0.85,0.15,Low,1
S100554,2023,Male,Two or More Races,No,Yes,BIO,0.7934,0.2066,Moderate,1
S100555,2022,Female,Hispanic/Latino,Yes,Yes,SOC,0.792,0.208,Moderate,1
S100556,2022,Male,Hispanic/Latino,Yes,Yes,NUR,0.8249,0.1751,Low,1
S100557,2023,Female,White,No,No,SOC,0.9467,0.0533,Low,1
S100558,2023,Female,Asian,No,No,COM,0.9219,0.0781,Low,1
S100559,2023,Female,Black/African American,No,No,ENG,0.8129,0.1871,Low,1
S100560,2022,Male,Hispanic/Latino,No,No,CS,0.8451,0.1549,Low,1
S100561,2020,Female,White,No,Yes,BUS,0.8241,0.1759,Low,0
S100562,2021,Female,Hispanic/Latino,No,No,BIO,0.8249,0.1751,Low,1
S100563,2020,Male,Asian,No,No,ENG,0.9415,0.0585,Low,1
S100564,2023,Female,Two or More Races,No,No,CS,0.7378,0.2622,Moderate,1
S100565,2020,Female,White,Yes,No,BIO,0.8249,0.1751,Low,1
S100566,2020,Female,White,No,Yes,SOC,0.85,0.15,Low,1
S100567,2020,Female,White,No,No,CS,0.7111,0.2889,Moderate,1
S100568,2022,Male,White,Yes,No,PSY,0.8566,0.1434,Low,1
S100569,2022,Female,International,No,Yes,EDU,0.8397,0.1603,Low,1
S100570,2023,Female,White,No,No,NUR,0.7781,0.2219,Moderate,1
S100571,2021,Male,Hispanic/Latino,Yes,No,BUS,0.8235,0.1765,Low,1
S100572,2021,Male,White,No,No,PSY,0.753,0.247,Moderate,1
S100573,2020,Male,White,Yes,No,BUS,0.7752,0.2248,Moderate,1
S100574,2020,Male,International,Yes,No,PSY,0.9054,0.0946,Low,1
S100575,2021,Male,White,No,No,NUR,0.7841,0.2159,Moderate,1
S100576,2023,Female,White,No,No,COM,0.8608,0.1392,Low,1
S100577,2022,Male,White,No,No,BUS,0.8408,0.1592,Low,1
S100578,2023,Male,International,No,Yes,BIO,0.7064,0.2936,Moderate,0
S100579,2020,Female,International,No,No,BIO,0.6772,0.3228,Moderate,1
S100580,2020,Female,White,No,No,ENG,0.8661,0.1339,Low,1
S100581,2023,Female,Hispanic/Latino,No,No,CS,0.8299,0.1701,Low,1
S100582,2020,Male,White,No,No,EDU,0.7389,0.2611,Moderate,0
S100583,2020,Male,Hispanic/Latino,No,No,EDU,0.87,0.13,Low,1
S100584,2021,Male,White,No,No,PSY,0.9467,0.0533,Low,1
S100585,2023,Female,Asian,No,Yes,BUS,0.6137,0.3863,Moderate,1
S100586,2022,Female,Two or More Races,No,Yes,POL,0.7108,0.2892,Moderate,1
S100587,2020,Female,White,Yes,No,PSY,0.6772,0.3228,Moderate,1
S100588,2023,Female,White,No,No,ENG,0.8299,0.1701,Low,1
S100589,2023,Male,White,No,No,POL,0.8299,0.1701,Low,1
S100590,2023,Male,White,No,No,COM,0.788,0.212,Moderate,1
S100591,2023,Male,White,No,No,ENG,0.8676,0.1324,Low,1
S100592,2020,Male,White,No,No,PSY,0.8853,0.1147,Low,1
S100593,2023,Male,Unknown,No,No,SOC,0.6354,0.3646,Moderate,0
S100594,2021,Female,White,No,No,NUR,0.8583,0.1417,Low,1
S100595,2023,Female,Black/African American,No,Yes,CS,0.8359,0.1641,Low,1
S100596,2022,Female,White,Yes,Yes,PSY,0.6418,0.3582,Moderate,0
S100597,2023,Female,Hispanic/Latino,Yes,No,BUS,0.9867,0.0133,Low,1
S100598,2022,Female,White,No,No,BIO,0.7943,0.2057,Moderate,1
S100599,2022,Female,Two or More Races,No,No,NUR,0.8426,0.1574,Low,1
S100600,2022,Male,White,Yes,No,BUS,0.9114,0.0886,Low,1
S100601,2023,Female,White,Yes,No,EDU,0.6236,0.3764,Moderate,0
S100602,2022,Male,Asian,No,Yes,EDU,0.8637,0.1363,Low,1
S100603,2020,Male,Asian,No,No,SOC,0.7079,0.2921,Moderate,1
S100604,2023,Male,Hispanic/Latino,No,Yes,BUS,0.9219,0.0781,Low,1
S100605,2022,Male,White,No,No,CS,0.7929,0.2071,Moderate,0
S100606,2021,Female,White,No,Yes,COM,0.9054,0.0946,Low,1
S100607,2022,Male,Black/African American,No,No,CS,0.8183,0.1817,Low,1
S100608,2023,Female,Hispanic/Latino,No,No,BUS,0.8255,0.1745,Low,1
S100609,2023,Male,Hispanic/Latino,Yes,No,CS,0.6038,0.3962,Moderate,0
S100610,2023,Female,White,No,No,NUR,0.9054,0.0946,Low,1
S100611,2021,Female,White,Yes,No,BUS,0.7261,0.2739,Moderate,1
S100612,2023,Male,Two or More Races,Yes,No,EDU,0.87,0.13,Low,1
S100613,2021,Male,Asian,Yes,No,BUS,0.8299,0.1701,Low,1
S100614,2022,Female,White,Yes,Yes,BIO,0.8474,0.1526,Low,1
S100615,2022,Male,Two or More Races,No,Yes,POL,0.8338,0.1662,Low,1
S100616,2020,Female,Hispanic/Latino,No,Yes,POL,0.8474,0.1526,Low,1
S100617,2021,Male,White,No,Yes,BUS,0.8474,0.1526,Low,1
S100618,2020,Female,White,No,No,CS,0.7931,0.2069,Moderate,1
S100619,2020,Female,Asian,No,No,PSY,0.8192,0.1808,Low,1
S100620,2021,Female,White,Yes,No,COM,0.789,0.211,Moderate,1
S100621,2021,Female,Hispanic/Latino,No,Yes,COM,0.6825,0.3175,Moderate,1
S100622,2020,Female,Asian,No,No,BUS,0.8323,0.1677,Low,1
S100623,2021,Female,White,No,Yes,CS,0.87,0.13,Low,1
S100624,2022,Female,Two or More Races,No,No,BIO,0.6805,0.3195,Moderate,0
S100625,2020,Female,White,Yes,No,POL,0.7841,0.2159,Moderate,1
S100626,2021,Female,White,No,Yes,BIO,0.8474,0.1526,Low,1
S100627,2021,Female,Hispanic/Latino,No,Yes,BUS,0.8556,0.1444,Low,1
S100628,2022,Male,Hispanic/Latino,No,No,COM,0.8206,0.1794,Low,1
S100629,2021,Male,White,Yes,No,SOC,0.9219,0.0781,Low,1
S100630,2022,Female,Hispanic/Latino,No,No,SOC,0.8206,0.1794,Low,1
S100631,2021,Male,Black/African American,No,Yes,NUR,0.8499,0.1501,Low,1
S100632,2021,Female,Asian,No,Yes,EDU,0.6632,0.3368,Moderate,0
S100633,2021,Female,Asian,No,No,BIO,0.8095,0.1905,Low,1
S100634,2020,Male,White,Yes,No,NUR,0.7992,0.2008,Moderate,1
S100635,2022,Male,White,No,Yes,ENG,0.6936,0.3064,Moderate,1
S100636,2020,Male,Hispanic/Latino,Yes,Yes,SOC,0.8089,0.1911,Low,1
S100637,2021,Female,White,Yes,No,SOC,0.8235,0.1765,Low,1
S100638,2023,Male,Asian,No,No,COM,0.9219,0.0781,Low,1
S100639,2023,Female,White,No,Yes,CS,0.887,0.113,Low,1
S100640,2022,Female,White,No,No,ENG,0.9054,0.0946,Low,1
S100641,2023,Female,White,Yes,No,BIO,0.9114,0.0886,Low,1
S100642,2023,Nonbinary,White,Yes,No,NUR,0.8299,0.1701,Low,1
S100643,2021,Female,White,No,Yes,CS,0.7197,0.2803,Moderate,1
S100644,2023,Male,Hispanic/Latino,No,No,NUR,0.8235,0.1765,Low,1
S100645,2021,Male,Hispanic/Latino,Yes,Yes,BUS,0.7769,0.2231,Moderate,1
S100646,2021,Male,White,No,No,EDU,0.85,0.15,Low,1
S100647,2022,Male,White,Yes,No,SOC,0.6686,0.3314,Moderate,1
S100648,2023,Male,Asian,No,No,EDU,0.7246,0.2754,Moderate,0
S100649,2023,Female,White,Yes,No,POL,0.5459,0.4541,Elevated,0
S100650,2021,Female,Hispanic/Latino,No,No,CS,0.746,0.254,Moderate,0
S100651,2022,Male,Hispanic/Latino,No,Yes,COM,0.8186,0.1814,Low,1
S100652,2020,Female,Hispanic/Latino,No,Yes,BIO,0.7246,0.2754,Moderate,0
S100653,2023,Female,Black/African American,No,No,CS,0.8157,0.1843,Low,1
S100654,2022,Female,Hispanic/Latino,No,No,NUR,0.8805,0.1195,Low,1
S100655,2022,Female,International,No,Yes,COM,0.87,0.13,Low,1
S100656,2023,Female,Black/African American,No,No,CS,0.8253,0.1747,Low,1
S100657,2022,Female,White,No,No,ENG,0.7876,0.2124,Moderate,0
S100658,2020,Male,White,No,No,SOC,0.8437,0.1563,Low,1
S100659,2021,Female,White,Yes,No,BUS,0.7934,0.2066,Moderate,1
S100660,2020,Male,White,Yes,No,CS,0.7844,0.2156,Moderate,1
S100661,2022,Male,Hispanic/Latino,Yes,No,PSY,0.5561,0.4439,Elevated,0
S100662,2020,Female,White,No,No,EDU,0.8309,0.1691,Low,1
S100663,2020,Male,White,Yes,No,COM,0.5246,0.4754,Elevated,0
S100664,2022,Male,White,No,Yes,EDU,0.7111,0.2889,Moderate,0
S100665,2022,Male,Hispanic/Latino,No,Yes,SOC,0.85,0.15,Low,1
S100666,2022,Female,Hispanic/Latino,Yes,No,BIO,0.8474,0.1526,Low,1
S100667,2023,Female,International,No,No,PSY,0.9054,0.0946,Low,1
S100668,2023,Female,White,No,No,PSY,0.85,0.15,Low,1
S100669,2020,Male,White,Yes,No,SOC,0.6686,0.3314,Moderate,1
S100670,2023,Male,International,No,No,CS,0.7064,0.2936,Moderate,0
S100671,2022,Male,Hispanic/Latino,Yes,No,EDU,0.7217,0.2783,Moderate,0
S100672,2022,Male,Hispanic/Latino,No,No,BIO,0.8852,0.1148,Low,1
S100673,2020,Male,Hispanic/Latino,No,No,POL,0.8499,0.1501,Low,1
S100674,2022,Male,White,Yes,No,CS,0.7107,0.2893,Moderate,0
S100675,2022,Female,Black/African American,Yes,Yes,POL,0.6354,0.3646,Moderate,0
S100676,2022,Male,Hispanic/Latino,No,Yes,CS,0.9013,0.0987,Low,1
S100677,2020,Female,Hispanic/Latino,No,No,BUS,0.9262,0.0738,Low,1
S100678,2022,Female,Hispanic/Latino,Yes,No,BIO,0.85,0.15,Low,1
S100679,2023,Female,White,No,No,CS,0.8408,0.1592,Low,0
S100680,2022,Male,White,No,No,NUR,0.8354,0.1646,Low,1
S100681,2020,Female,Asian,No,Yes,EDU,0.8989,0.1011,Low,1
S100682,2023,Female,Hispanic/Latino,Yes,No,PSY,0.7431,0.2569,Moderate,1
S100683,2023,Female,White,Yes,No,SOC,0.5769,0.4231,Elevated,0
S100684,2020,Female,White,No,No,POL,0.8499,0.1501,Low,1
S100685,2023,Female,Two or More Races,Yes,Yes,BUS,0.8504,0.1496,Low,1
S100686,2021,Male,White,Yes,No,BIO,0.5705,0.4295,Elevated,0
S100687,2022,Male,White,Yes,No,COM,0.8499,0.1501,Low,1
S100688,2021,Female,Hispanic/Latino,Yes,No,SOC,0.8676,0.1324,Low,1
S100689,2023,Female,Asian,No,No,SOC,0.7478,0.2522,Moderate,1
S100690,2023,Female,Hispanic/Latino,No,No,NUR,0.3498,0.6502,High,0
S100691,2023,Female,Black/African American,No,Yes,BIO,0.9621,0.0379,Low,1
S100692,2023,Female,White,Yes,Yes,NUR,0.8299,0.1701,Low,1
S100693,2023,Male,Two or More Races,No,No,PSY,0.85,0.15,Low,1
S100694,2020,Male,Black/African American,No,Yes,COM,0.5476,0.4524,Elevated,0
S100695,2021,Female,Hispanic/Latino,No,No,PSY,0.8676,0.1324,Low,1
S100696,2022,Female,Hispanic/Latino,No,Yes,EDU,0.8206,0.1794,Low,1
S100697,2022,Female,White,No,Yes,PSY,0.7107,0.2893,Moderate,0
S100698,2020,Female,White,Yes,No,ENG,0.7778,0.2222,Moderate,1
S100699,2020,Male,White,No,Yes,ENG,0.9207,0.0793,Low,1
S100700,2022,Male,White,No,No,BIO,0.8637,0.1363,Low,1
S100701,2022,Male,International,Yes,Yes,BUS,0.8596,0.1404,Low,0
S100702,2020,Male,White,No,Yes,BIO,0.87,0.13,Low,1
S100703,2020,Male,Hispanic/Latino,Yes,Yes,EDU,0.7139,0.2861,Moderate,1
S100704,2020,Male,White,No,Yes,EDU,0.8249,0.1751,Low,1
S100705,2022,Female,White,No,No,NUR,0.787,0.213,Moderate,1
S100706,2020,Female,White,No,No,PSY,0.6596,0.3404,Moderate,0
S100707,2022,Female,White,No,No,SOC,0.8157,0.1843,Low,1
S100708,2021,Female,Hispanic/Latino,No,Yes,SOC,0.9427,0.0573,Low,1
S100709,2021,Female,International,No,Yes,BUS,0.6597,0.3403,Moderate,0
S100710,2022,Female,White,No,Yes,EDU,0.792,0.208,Moderate,1
